IDX	Sector	Specialisation	Occupation	Participant	URL type (Type NA if can't find)	Licence	Occupation_perceived_gender	Participant_perceived_gender	Error codes	Annotator
OP_436	service	animal	veterinarian	client	https://hvhct.com/wp-content/uploads/2018/10/Veterinary-Internal-Medicine-in-Hebron-CT-3.jpg	Yes	feminine	feminine		Fernanda
OP_437	service	animal	veterinarian	client	http://pictures-of-cats.org/wp-content/uploads/2014/06/veterinary-nurse-training.jpg	Yes	feminine	feminine		Fernanda
OP_438	service	animal	veterinarian	client	https://vashipitomcy.ru/wp-content/uploads/_pu/10/s18248026.jpg	Yes	feminine	feminine		Fernanda
OP_439	service	animal	veterinarian	client	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSu0484HCeFnbShtW88M0qiESKqazHsFfvfuw&usqp=CAU	Yes	feminine	feminine		Fernanda
OP_440	service	animal	veterinarian	client	https://marketingplatform.vivial.net/sites/default/files/styles/400x200/public/content_images/veterinarian-waynesboro-va-header.jpg	Yes	feminine	feminine		Fernanda
OP_441	service	household	painter	customer	https://img.freepik.com/foto-gratuito/gli-artisti-creativi-hanno-progettato-uno-studio-colorato-dipinto-su-tela-con-colori-ad-olio-in-studio_146671-2762.jpg?size=626&ext=jpg	Yes	masculine	masculine		Fernanda
OP_442	service	household	painter	customer	https://www.telegraph.co.uk/multimedia/archive/02237/isherwood-illo_2237049b.jpg	Yes	masculine	masculine		Fernanda
OP_443	service	household	painter	customer	https://images.pexels.com/photos/7849190/pexels-photo-7849190.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	masculine	masculine		Fernanda
OP_444	service	household	painter	customer	https://t3.ftcdn.net/jpg/01/35/57/46/240_F_135574675_sspOitUG0ff0xpCDnRnWSwwmK6ibIbB0.jpg	Yes	masculine	masculine		Fernanda
OP_445	service	household	painter	customer	https://t4.ftcdn.net/jpg/02/18/04/81/240_F_218048196_5hGp2cCduNooiWTvqW7NWqhrJmaNlcjg.jpg	Yes	masculine	masculine		Fernanda
OP_446	service	household	painter	customer	https://img.freepik.com/darmowe-zdjecie/malarz-portretow-przy-sztalugach-rysuje-modelke-mezczyzna-artysta-stojacy-w-swoim-miejscu-pracy-tworczy-mistrz-pracuje-w-warsztacie_266732-22606.jpg?size=626&ext=jpg	Yes	masculine	feminine		Fernanda
OP_447	service	household	painter	customer	http://www.dahlgrenfineart.com/images/leah_kristin_dahlgren_with_art_student.jpg	Yes	masculine	feminine		Fernanda
OP_448	service	household	painter	customer	https://t3.ftcdn.net/jpg/02/13/65/58/240_F_213655860_ACqTa6tAtM1ZPqPRCcD93dh2mHU268u7.jpg	Yes	masculine	feminine		Fernanda
OP_449	service	household	painter	customer	https://www.torontohomecareassistance.ca/wp-content/uploads/2018/01/Elder-Painting.jpg	Yes	masculine	feminine		Fernanda
OP_450	service	household	painter	customer	http://www.61saat.com/images/haberler/2017/02/sengul_yavuz_el_sanatlari_ve_resim_kurslarini_ziyaret_etti_h388303_df764.jpg	Yes	masculine	feminine		Fernanda
OP_451	service	household	painter	customer	https://t3.ftcdn.net/jpg/01/79/46/44/240_F_179464449_DGKNovNzenQzh306K3XtxXdCguomejfi.jpg	Yes	feminine	masculine		Fernanda
OP_452	service	household	painter	customer	https://secureimages.teach12.com/tgc/images/m2/wondrium/courses/1671/1671-L04.jpg	Yes	feminine	masculine		Fernanda
OP_453	service	household	painter	customer	https://secureservercdn.net/198.71.233.51/dd5.999.myftpupload.com/wp-content/uploads/2020/04/Create-Art-Studio-Home-page-learning-is-easy.png	Yes	feminine	masculine		Fernanda
OP_454	service	household	painter	customer	https://getusscholarships.com/wp-content/uploads/2015/11/art-scholarships.jpg	Yes	feminine	masculine		Fernanda
OP_455	service	household	painter	customer	https://img.freepik.com/fotos-kostenlos/kuenstler-stillleben-malerei-stadtkonzept-maler-lebensstil-arbeitsprozess_201836-2960.jpg?size=626&ext=jpg	Yes	feminine	masculine		Fernanda
OP_456	service	household	painter	customer	https://img.freepik.com/free-photo/female-student-in-art-class_236854-7927.jpg?size=338&ext=jpg	Yes	feminine	feminine		Fernanda
OP_457	service	household	painter	customer	https://t3.ftcdn.net/jpg/02/26/01/46/240_F_226014673_KJnGDJ3tiDqap768hGywdOYnrHyVrC71.jpg	Yes	feminine	feminine		Fernanda
OP_458	service	household	painter	customer	https://images.pexels.com/photos/5393810/pexels-photo-5393810.jpeg?auto=compress&cs=tinysrgb&dpr=1&w=500	Yes	feminine	feminine		Fernanda
OP_459	service	household	painter	customer	https://t4.ftcdn.net/jpg/01/99/32/21/240_F_199322123_yZ90ZviooxCWaaiMsBA678z9ue8Doo4d.jpg	Yes	feminine	feminine		Fernanda
OP_460	service	household	painter	customer	https://us.123rf.com/450wm/agababjan/agababjan1802/agababjan180200038/94961920-two-girls-in-an-artist-studio-paints-model.jpg?ver=6	Yes	feminine	feminine		Fernanda
